Ensembl,Gene_name,P8_4_Lps3,P8_4_Lps5,P8_4_Lps4,P7_4_Lps1,P7_4_Lps2,P4_5_Lps2,P4_5_Lps3,P4_5_Lps1,P7_4_Ctrl1,P7_4_Ctrl2,P8_4_Ctrl3,P8_4_Ctrl4,P8_4_Ctrl5,P4_5_Ctrl1,P4_5_Ctrl3,P4_5_Ctrl2
ENSMUSG00000023277,Twf2,522,509,408,308,338,187,243,415,394,827,841,1302,756,426,396,315
ENSMUSG00000035799,Twist1,631,530,534,382,417,195,363,554,494,932,1008,1502,894,661,802,399
ENSMUSG00000007805,Twist2,2483,2219,2057,1412,1652,350,182,945,790,1649,1605,2775,1413,590,194,444
ENSMUSG00000020561,Twistnb,900,823,675,486,657,238,313,622,307,710,648,967,621,628,693,384
ENSMUSG00000024098,Twsg1,4382,4147,3257,2477,2841,2454,1952,6127,2594,5191,5205,6986,4573,5802,4441,4120
ENSMUSG00000054892,Txk,8,11,3,5,3,2,0,1,3,6,5,9,10,2,10,1
ENSMUSG00000053841,Txlna,4278.99636,3973.99736,3281.004135,2349.9976,2744.998644,1432.999726,1389.9999,3452.00507,2728.000707,5780.996593,5936.994507,8012.99152,5069.003379,3257.99649,1800.0002,2224.00403
ENSMUSG00000039891,Txlnb,133.9438,156.0805,117.639,82.4403,78.8822,55.26311,0,109.364,91.016,180.4226,238.9853,267.0967,216.3387,128.4578,61.13826,84.0322
ENSMUSG00000038344,Txlng,555.80482,535.23947,479.0289404,336.7987648,429.613,282.7998001,436.8797,673.7882,318.8451254,761.74202,660.27418,943.4358,645.2465,641.8536,812.9174,445.1441
ENSMUSG00000028367,Txn1,9298,8034,6880,4760,5989,1676,2618,3836,4786,10353,9554,13640,9013,3532,5013,2750
ENSMUSG00000005354,Txn2,4849.37633,4460.39954,3841.57934,2404.16253,2982.2006,1342.59442,1013.9997,2972.65705,2618.78082,5574.3132,5922.65154,8276.00833,5044.8662,3058.2695,2174.99859,2360.88328
ENSMUSG00000022498,Txndc11,1120.34397,1035.23177,821.9178,680.701793,802.93644,461.2977,433.26584,1120.90797,713.19929,1570.295,1557.55692,2152.037338,1341.0342,1173.1023,579.15071,820.770167
ENSMUSG00000028567,Txndc12,1239.9977,1164.99978,1030.99662,732.99977,901.99968,813.99965,844,1743.00012,784.99984,1596.00389,1542.00392,2127.00159,1337.99727,1779.99529,1813.0022,1289.99865
ENSMUSG00000021497,Txndc15,1788,1619,1398,956,1184,626,820,1689,1020,2344,2241,3484,2107,1613,1672,1201
ENSMUSG00000021830,Txndc16,1840.16995,1728.33339,1455.77742,999.08103,1242.9346,871.17195,975.53214,2124.696775,1108.87464,2499.33971,2356.55299,3277.09268,2273.13549,2146.42385,1747.3945,1516.26352
ENSMUSG00000020803,Txndc17,3812,3505.9961,3230.9961,1958.9983,2767.9985,1237.00484,986.0004,2693.0008,2058.0024,4452.0037,4522.9956,6372.9954,4109.0038,2776.9993,1921,2045.9976
ENSMUSG00000050612,Txndc2,2,3,1,3,3,1,0,7,0,5,2,14,6,2,7,6
ENSMUSG00000038991,Txndc5,17418.9922,15752.0069,13098.9944,10018.9987,12267.9987,5822.99425,3634.000583,14324.0058,10646.9919,23094.0401,21828.0043,29492.936,18942.044,13044.0036,6169.994,9821.0022
ENSMUSG00000038709,Txndc8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058407,Txndc9,3216.4658,3011.0997,2519.3895,1606.8213,2279.0663,1220.5728,1261.9999,2715.3574,1597.5131,3485.9922,3421.5383,4757.45021,3136.86282,2663.6202,2855.00304,1829.2523
ENSMUSG00000038393,Txnip,3019.85058,2925.14551,2365.781692,2129.00379,2583.55664,794.97,500.9995,1989.597,2633.0021,5380.848737,4651.0456,6745.0879,4401.8735,2349.8695,1405,1786.10134
ENSMUSG00000024583,Txnl1,3713,3516,2975,2123,2667,1563,1837,3694,2090,4176,4112,5951,3703,3566,4155,2507
ENSMUSG00000057130,Txnl4a,1314.69952,1199.02698,1055.087,665.486,853.129,427.9431,377.484,967.855,750.04052,1592.271,1590.165,2387.39413,1454.461,1014.49882,981.2945,752.216
ENSMUSG00000031723,Txnl4b,243.9998,247.9557,220.9998,138.00036,186.0005,103,164.0002,256.0004,169.0001,388.0001,361.9997,509.9995526,312,247.0002,211.0004,185.9998
ENSMUSG00000020250,Txnrd1,21391,20108,16240,8228,9934,9026,6082,19584,5933,12529,18513,25227,15977,17497,8137,12009
ENSMUSG00000075704,Txnrd2,345.6200094,288.0000027,227.705974,187.8317457,218.57369,160.554167,128.0002139,347.0004701,248.00013,533.630364,502.3626801,570.93376,380.601595,305.0004,223.0001877,231.00692
ENSMUSG00000000811,Txnrd3,513,564,454,279,285,150,168,322,333,701,711,1011,671,335,219,260
ENSMUSG00000032175,Tyk2,4835,4382,3501,2463,2928,1148,1290,2948,925,1897,2046,2921,1645,1248,819,891
ENSMUSG00000022615,Tymp,33.0191,33.9314,10.038,15.1946,18.1705,18.6139,10.482,36.2848,24.3575,70.004,44.8044,75.2813,39.3127,25.4173,13.6551,33.2696
ENSMUSG00000025747,Tyms,811.9467,770.07612,592.64683,512.1261,615.16636,153.79441,198.39837,386.94863,625.6208,1301.45875,1100.02642,1401.0489,912.7564,373.12012,314.311235,261.7772
ENSMUSG00000004651,Tyr,24.7788,21.6321,22.4559,6.93309,10.1181,4.52907,0,31.6158,12.8204,16.9313,25.3013,21.3059,18.0295,29.1472,18.6276,21.3192
ENSMUSG00000027298,Tyro3,986.9999,818.000045,684.0004,479.99963,615.0002,370.00033,334.99985,993.0001,718.00019,1479.99836,1473.00414,2037.998,1282.00291,912.99989,717.0000318,669.9998
ENSMUSG00000030579,Tyrobp,2206,1999,1503,1058,1261,2,5,5,1740,3728,3572,5034,3341,3,1,3
ENSMUSG00000005994,Tyrp1,2,1,2,1,1,2,0,16,0,1,2.000004,2,2.000004,13,0,2.000004
ENSMUSG00000020087,Tysnd1,554,453,430,254,313,259,214,629,335,651,831,1210,633,580,378,441
ENSMUSG00000056310,Tyw1,1246.606,1118.94159,880.193,600.23074,721.36231,482.96437,605.1811,1273.94764,677.37756,1398.4438,1540.1225,2133.444,1355.80431,1249.72332,918.8106,950.7246
ENSMUSG00000047583,Tyw3,114.58594,111.40158,102.49815,64.52056,104.17448,41.02878,44.1331,125.75342,98.75223,192.2548037,188.87312,265.6743,145.5221,109.342684,108.8321,112.36388
ENSMUSG00000048495,Tyw5,574.1924,470.18037,462.44464,258.3487571,350.6496912,223.8571703,230.2634312,481.64154,228.7157,550.45862,463.31352,785.7972,474.29787,507.8724668,578.70043,346.88661
ENSMUSG00000061613,U2af1,1601.997,1457,1218.612,912.0002,1163.999,392.9999,656.0003,828.0001,877,1928.999,1715.997,2450.004,1583.999,839.07,1098,586.8493
ENSMUSG00000078765,U2af1l4,615.5192932,629.1460317,448.9995793,321.7180061,438.098821,243.3582272,258.788966,494.8711799,372.8910719,782.5684395,771.3534125,1165.742435,700.236448,461.4298379,388.447568,376.5440845
ENSMUSG00000030435,U2af2,6076.81,5474.73,4445.85,3278.88,3779.91,1507.935,1597.984,3551.83,3213.93,7054.73,7168.74,9544.77,6136.82,3188.76,2362,2480.89
ENSMUSG00000032407,U2surp,2884.0036,2746.9998,2335.9951,1659,2100.9986,1052.9987,1370.000042,2355.0026,1462,3182.995,2740.9969,3809.998,2622.9972,2302.998,2912,1608
ENSMUSG00000029409,U90926,52.7641,39.7644,32.0728,21.0975,20.4126,15.0589,2,29,14,28.1594,40.0734,36.0859,26,8.03702,0,8
ENSMUSG00000034485,Uaca,1745,1761,1524,1200,1508,509,635,1254,842,1927,1704,2523,1527,1086,709,807
ENSMUSG00000026670,Uap1,4381.9982,4112.99605,3182.99479,3108.996,4068.00408,1894.00178,1276.00317,3869.99966,1891.00463,4362.00151,3270.99534,4397.99846,2913.99897,2674.00284,1842.999045,1920.0034
ENSMUSG00000026956,Uap1l1,4454.002,4147.0039,3318.99689,2180.99494,2555.9948,1013.0011,1917.9995,2810.9985,3031.9986,6273.0033,7240.0019,9750.0012,5855.0003,2529.001,3114.99703,2043.003
ENSMUSG00000001924,Uba1,23901.8918,21812.0293,18284.5064,13419.09484,15976.72454,7520.32968,6234.486,18403.74953,13233.07002,29109.16524,28475.254,38400.9085,24532.72601,16860.67139,10073.1914,12490.9028
ENSMUSG00000069053,Uba1y,62.3022,65.3425,51.6811,34.8226,47.2922,24.0386,15.2811,68.726,38.6693,64.9494,62.6988,80.7291,62.3594,61.8993,61.5522,35.9532
ENSMUSG00000052997,Uba2,3130.0019,2817.9987,2472.99688,1802.00177,2314.00088,977.99958,1035.00013,2303.0041,2030.0002,4294.00362,3765.0043,5275.9998,3382.00049,2312.9963,2083.99875,1709.99908
ENSMUSG00000030061,Uba3,4538.980002,4119.977,3557.0009,2396,3161.005,1529.995,1432,3432.998,2412.941,5002.974,4907.999,6847.952,4600,3608.976,3161.003,2432.997
ENSMUSG00000032557,Uba5,1952.069,1950.9805,1577.57929,1045.6137,1327.40875,778.793,942.99,1863.1613,1097.7773,2380.5838,2330.7937,3451.4721,2165.1226,1892.0907,1649.0044,1273.3713
ENSMUSG00000090137,Uba52,10161.805,9379.4697,8580.19225,5483.22707,7153.8833,3336.7533,4087.5688,7601.8617,5591.541702,13093.08697,13973.3801,19151.0049,10824.7202,7804.599,9957.55302,6396.0443
ENSMUSG00000035898,Uba6,3097.996,2898.0046,2359.9984,1788.0035,2126,950.9991,1175.005,2183.9964,1645.0045,3513.9916,3020.0035,4212.0056,2837.0005,2206.9978,2004.9959,1434.9949
ENSMUSG00000032596,Uba7,1829.81238,1849.18419,1283.76057,1119.1565,1359.02576,84.39778022,100.999915,244.70808,216.99925,429.7285324,401.5097912,473.2787243,295.8620759,95.64998187,64.99997,74.43562
ENSMUSG00000036352,Ubac1,1148.0003,1031.99875,861.99973,647.99979,822.99936,510.99984,499.0003,1192.99953,852.00096,1808.9992,1538.0004,2251.0039,1436.00002,1141.0004,930.00054,955.99948
ENSMUSG00000041765,Ubac2,1108,1045,813,595,735,477,383,1113,679,1429,1326,1950,1225,1117,520,798
ENSMUSG00000039568,Ubald1,1511.772,1334.227,1126.796,661.3406,738.059,437.97,499.5931,1345.058,791.06,1712.639,2413.179,3403.008,1899.892,1040.264,787.028,797.211
ENSMUSG00000050628,Ubald2,945.0117,820.304,688.1149,506.9996,560,291.587,398.0000188,744.0613,588.0003,1300.9988,1301.225,1714.87,1085.6538,810.0761,531.4435,530.7738
ENSMUSG00000028437,Ubap1,3798.0256,3695.01076,3102.9987,1677.10443,2142.0006,855.0003,1244.9997,2325.20452,1703.000081,3577.0045,4546.0028,6264.9971,4031.1041,1916.03075,1980.001,1388.0048
ENSMUSG00000086228,Ubap1l,10,7,6,6,7,2,0,6,2,10,20,22,12,15,0,5
ENSMUSG00000028433,Ubap2,4313.99881,3979.00411,3466.99623,2314.99478,2722.00358,1056.00014,930.0002926,2705.997339,2434.0013,5420.000892,5434.99917,7471.00268,4520.995411,2482.000635,1138.00142,1863.003
ENSMUSG00000042520,Ubap2l,10142.89,9430.81,8064.02,5796.779,7256.1,3120.557,3305.284,8116.27,6475.448,13953.76,13214.74,17506.52,11427.05,7488.43,4564.972,5183.866
ENSMUSG00000042345,Ubash3a,3,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000032020,Ubash3b,571,542,415.00043,298,339,56,48,110.00006,233.9997,460.00042,335.0002,506,333.00047,113,101,74
ENSMUSG00000019505,Ubb,31448.03,28480.59,23231.46,16506.51,20668.69,13829.738,15896.11327,31325.9,19084.24,39590.68,39133.53,52923.11,32995.55,29191.31,31647.68,22475.2
ENSMUSG00000008348,Ubc,84287.69,76830.22,61068.75,37222.134,46719.97,42115.69,33195.167,98766.13,46892.39,97469.6,121637.81,158538.49,100633.56,94222.3,65478.03,72201.32
ENSMUSG00000035186,Ubd,458,375,391,174,252,22,199,66,0,1,2,1,2,0,1,0
ENSMUSG00000016308,Ube2a,1365,1251,1183,710,917,529,479,1180,702,1659,1599,2492,1601,1165,1332,777
ENSMUSG00000020390,Ube2b,4920.9982,4399.99803,4001.9947,2642.0028,3490.0021,2223.0042,3273.0006,5198.002,2926.0013,6289.006,5904,8607.001,5581.998,5078.997,7210.0001,3547.0033
ENSMUSG00000001403,Ube2c,602.7306,563.4324,500.9208,481.5479,549.5145,43.1807,7.00782,103.503,582.5402,1159.7325,835.2072,1074.9285,695.1977,97.98378,57.4195,55.29814
ENSMUSG00000032415,Ube2cbp,37.99996522,38.999988,43.99999,29.99995,38.00002231,14.99995,26.00000001,39.99997765,41.99995,77,70.00003,114,52.99995,32.00001165,27.99995,24.99997
ENSMUSG00000019927,Ube2d1,1165.3135,1159.3894,1041.7093,703.244,893.3637,327.073,494.05749,777.11179,595.20072,1412.1763,1283.6324,1887.7568,1167.5811,938.12128,852.0751,540.13828
ENSMUSG00000091896,Ube2d2a,4964.69,4488.4,3884.37,2604.7,3514.32,1822.81,2535.47,4141.02,2602.31,5769.26,5217.76,7758,4918.14,3765,4360.67,2709.75
ENSMUSG00000063447,Ube2d2b,0,1,1,0,1,0,0,0,0,2,2,3,0,0,2,1
ENSMUSG00000078578,Ube2d3,10012.85,9294.54,8062.33,5547.84,7257.36,3115.681,4001.67,7355.32,4997.24,10677.55,9625,14062.42,9020.53,6734.51,6243.92,4621.51
ENSMUSG00000061490,Ube2d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050435,Ube2dnl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047079,Ube2dnl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021774,Ube2e1,2359.52106,2148.9579,1894.1271,1212.0952,1563.18961,905.31646,1298.07,2042.25338,1191.22797,2595.6466,2476.0813,3566.58886,2339.38956,1995.7689,2730.538,1567.68404
ENSMUSG00000058317,Ube2e2,833.06397,747.45483,620.3955951,406.00197,520.5978495,327.7796,147.9999,822.34652,334.8505617,718.7157,717.44312,990.80407,689.42938,636.5353015,414.9996,430.4888
ENSMUSG00000027011,Ube2e3,1551.11047,1376.322261,1142.00528,933.00014,1129.01952,570.431278,689.99934,1589.03628,809.07044,1661.02531,1319.334482,1842.01803,1225.00008,1164.01072,1244.00007,822.06958
ENSMUSG00000034343,Ube2f,2608.0032,2318.003,2002.99585,1199.9997,1664.9964,562.0002,597,1440.0005,785.82892,1668.3425,1791.998,2626.0017,1581.0012,1138,901.9998,860.0005
ENSMUSG00000020794,Ube2g1,1678.4092,1570.1939,1283.1555,931.0244,1321.4656,611.0796,896,1496.1693,1010.8734,2132.6867,2086.6935,2978.8411,1886.5856,1566.2776,1871.1288,1044.5671
ENSMUSG00000009293,Ube2g2,3709.93158,3392.72354,2754.00494,1786.49504,2283.00335,1300.00111,1386.7554,3138.1545,1803.00202,3983.76841,4522.00173,5965.74376,3668.72843,2501.26877,1918.99614,1982.5
ENSMUSG00000039159,Ube2h,7730.31596,7004.21,5927.20149,4365.7,5415.72,2806.81,3274.37,6982.77,5386.81235,11255.5,10987.52741,15157.8,9640.38,6953.19577,4843.62,4869.8
ENSMUSG00000015120,Ube2i,6671.853,6230.45565,5006.63057,3696.28116,4835.55401,2296.36977,2562.52448,5383.39535,4055.39304,8790.13348,8375.99073,11164.02635,7309.31666,5226.36398,5393.0259,3717.69875
ENSMUSG00000028277,Ube2j1,4021.997,3742.001,3383.996,2268.997,3065.998,1435.999,1595.002,3249.001,2552.004,5045.997,5094.005,6888.002,4428.998,3251.004,2464.998,2374.998
ENSMUSG00000023286,Ube2j2,1319.02071,1237.68578,1025.58684,685.7695582,799.47672,401.9604601,488.00047,934.64972,603.2343201,1250.95794,1375.63457,1996.099988,1286.93421,896.8798216,829.078771,601.04317
ENSMUSG00000029203,Ube2k,2359.0025,2106.0005,1988.9995,1331.9765,1599.999,835.00038,1231.0005,1939.9264,1297.9996,2849.0006,2665.9223,3741.0037,2540.9955,1874.83455,2671.0038,1247
ENSMUSG00000038965,Ube2l3,6303.36273,5960.3149,5081.1691,3401.79883,4136.39932,2407.233493,2808.4912,5958.93343,3844.5534,7715.8244,7655.2886,10433.25573,6850.8342,5250.80449,4763.11372,3911.3483
ENSMUSG00000027078,Ube2l6,2174.01332,1937.78151,1533.82032,1160.63133,1497.18968,297.6908,394.1948,817.49019,290.78,586.118,596.88,762.12648,513.4157,356.40844,234.458,247.2607
ENSMUSG00000005575,Ube2m,3904.9979,3485.9969,2861.9962,2112.9967,2657.0002,1015.00018,1125.999653,2362.9966,2334.00011,4780.0043,4680.0029,6125.0008,3860.9986,2242.9964,1612.0007,1573.00018
ENSMUSG00000074781,Ube2n,3754,3328.58,2941.26,2012,2588.8,1232.99,1295.73,2751,2075,4321,4029.38,5429.71,3679,2622.72,2876.11,1828.39
ENSMUSG00000059585,Ube2nl,0,5.42337,0,0,3.19539,0,0,0,0,0,0,3.15883,0,0,0,0
ENSMUSG00000020802,Ube2o,2699.0007,2634.0015,2075.0001,1270.0013,1500.9986,937.9995,669.9996,2269.9964,1414.002,3021.0022,3928.0046,5382.005,3232.0037,2071.9967,1073.99977,1521.0007
ENSMUSG00000042572,Ube2q1,3128,2904,2468,1694,2314,1139,1404,2634,1917,4155,3742,5489,3415,2639,2202,1894
ENSMUSG00000032307,Ube2q2,1384.587,1274.5813,1156.999371,697.422,993.9998,508.00019,464.83,1288.9998,758.3843,1591.1373,1352.313,2066.0028,1320.9976,1188.20511,1163.562051,868.50014
ENSMUSG00000052981,Ube2ql1,18,22,25,24,9,9,15,11,18,55,36,46,38,12,33,10
ENSMUSG00000036241,Ube2r2,6826.381,5845.472,5306.721,3624.203,4733.456,4778.287,2947.571,10508.56,4024.209,9206.88,8702.81,11999.05,7742.2,11178.07,6451.402,7943.41
ENSMUSG00000060860,Ube2s,2780,2418,2228,1583,1966,585,738,1295,1479,3348,2912,4282,2599,1285,1247,933
ENSMUSG00000026429,Ube2t,114.00043,122.9996,98.99997,75,89,15.99998,15,65.00003,111.00029,224.99991,165.99971,186.99979,134.99992,43.00002,32,22.00004
ENSMUSG00000069733,Ube2u,0,0,1,0,1.08337,2.10512,0,2.12703,1.06483,2.33743,6.83667,4.15395,1.15962,1.53363,0,1.11898
ENSMUSG00000085871,Ube2uos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078923,Ube2v1,5332.8389,4775.31295,4509.6081,2952.26049,3811.2717,1957.72559,1386.372,3916.97282,3054.15338,5757.6101,5878.7321,8925.8342,5643.2021,4395.57216,2587.9478,2919.6365
ENSMUSG00000022674,Ube2v2,1175.025,1084.029,888.737,600.576,792.324,373.5348,461.331,896.1775,683.93936,1401.257,1226.623,1708.122,1171.692,875.641,1385.722,652.197
ENSMUSG00000025939,Ube2w,1869.22492,1821.00295,1494.6693,1059.97414,1291.59431,706.54984,946.83126,1605.83883,1042.94422,2145.9432,2024.43882,2871.60939,1900.77921,1709.77825,2034.30574,1138.63671
ENSMUSG00000014349,Ube2z,6343,5883,4796,3507,4272,2138,2077,5032,2976,6669,6123,8432,5535,4415,2977,3099
ENSMUSG00000025326,Ube3a,2612.95,2628.92,1995.95,1516.95,1836.62,958,1122,2459.86,1544.89,3111.15,3068.46,4260.79,2797.61,2409.93,2470,1570.97
ENSMUSG00000029577,Ube3b,3887.9991,3619.9967,2866.9935,2126.0054,2428.99999,1434,1090,3268.996,2571.9972,5233.00281,5579.99308,7134.99919,4481.0001,3107.9949,1918.996,2339.004
ENSMUSG00000039000,Ube3c,3344,3102,2512,1919,2321,1140,1122,2868,2009,4421,3877,5513,3568,2756,2359,1980
ENSMUSG00000059890,Ube4a,4186.14225,4005.78449,3360.96469,2306.99528,2884.99664,1763.5848,1571.9998,4478.124,2586.88044,5307.72674,5150.28203,6878.89549,4657.81017,4426.01836,3417.0449,2970.02229
ENSMUSG00000028960,Ube4b,6819.7492,6551.46523,5348.60207,4082.20353,4860.54719,1994.2649,2237.543,5131.33607,3441.39755,7216.88754,7274.42514,9760.19235,6223.06199,4201.4543,3507.6005,3022.51971
ENSMUSG00000085819,Ube4bos1,11.65218,9.1596,9.26404,7.11142,10.45682,7.04549,0,6.88845,7.96654,23.97895,18.33605,18.51911,18.45263,8.14309,8.33896,8.12613
ENSMUSG00000085807,Ube4bos2,3,5,2,0,3,2,7,4,4,4,7,7,1,0,5,1
ENSMUSG00000085286,Ube4bos3,30.5902,37.3795,31.1351,29.6876,29.9987,9.68515,3.45839,28.7753,27.6332,47.1382,59.2453,89.2957,49.4818,22.3986,4.05828,5.35007
ENSMUSG00000030870,Ubfd1,2546.3611,2510.9491,1992.5115,1423.6399,1834.9195,977.1308,781.0076,2260.4463,1528.8185,3459.0051,3110.0353,4350.59816,2823.7871,2220.0061,1198.03398,1546.3904
ENSMUSG00000047719,Ubiad1,560,512,399,299,358,191,185,510,314,719,694,935.99957,559.99962,474,238,358
ENSMUSG00000001687,Ubl3,2507.995,2325.003,1959.001,1291,1476.999,1214,1428,3287.996,1547.998,3088.002,3275,4482,2845.996,3046.003,2855.0007,2217.004
ENSMUSG00000015290,Ubl4,1113.3717,956.40952,817.3396,522.19628,679.3904343,332.8655,191.8762,731.3990859,644.7525305,1350.1125,1282.89349,1846.2043,1113.7672,767.9131,417.1814,606.1774
ENSMUSG00000055891,Ubl4b,0,1,0,0,0,2,0,3,0,0,3,1,1,12,0,4
ENSMUSG00000084786,Ubl5,2868.110724,2569.322207,2136.5518,1507.56584,1796.441892,1143.21291,1517.038136,2632.02438,1789.8447,3561.65213,3445.1866,4922.8962,3165.73159,2413.02032,3350.5607,1967.17729
ENSMUSG00000055720,Ubl7,1737,1570,1323,861,1116,699,864,1678,954,1924,2275,2818,1816,1440,1481,1169
ENSMUSG00000041231,Ublcp1,1424.6287,1275.7698,1133.9998,799.04455,1017.9997,555.00048,766.99998,1227.99927,803.00053,1822.0025,1583.9973,2139.99893,1535.1134,1221.99975,1341.0005,823.99981
ENSMUSG00000039473,Ubn1,2323,2102,1833,1363,1619,981,765,2365,1791,3604,3586,4866,3169,2471,1035,1724
